t,label,mode,state,reason,left_cmd,right_cmd,motor_enabled,healthy,vision_sequence,vision_status,hunt_state,enemy_state,enemy_source_direction,enemy_turn_direction,enemy_slow,enemy_confirmed,ir_front,ir_left_front,ir_right_front,ir_left_rear,ir_right_rear,ir_rear,gray_front,gray_rear,gray_left,gray_right,shovel_left,shovel_right
477.741,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2947,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,624.0,1187.0,956.0,899.0,33.0,1033.0
477.761,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2947,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,631.0,1172.0,962.0,907.0,22.0,1131.0
477.781,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2947,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,632.0,1163.0,959.0,919.0,23.0,1037.0
477.801,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2947,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,634.0,1170.0,969.0,917.0,23.0,1128.0
477.821,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2947,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,638.0,1172.0,969.0,920.0,22.0,1192.0
477.842,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2948,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,638.0,1174.0,971.0,921.0,22.0,1116.0
477.862,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2948,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1177.0,972.0,923.0,23.0,1131.0
477.882,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2948,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1178.0,974.0,926.0,22.0,1098.0
477.902,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2948,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1178.0,973.0,927.0,22.0,1099.0
477.922,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2948,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1174.0,971.0,923.0,23.0,1100.0
477.942,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2948,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1176.0,972.0,925.0,22.0,1116.0
477.963,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2948,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,637.0,1171.0,969.0,920.0,49.0,1112.0
477.983,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2949,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1177.0,974.0,928.0,325.0,1100.0
478.003,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2949,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,642.0,1179.0,974.0,928.0,23.0,1116.0
478.023,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2949,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1176.0,971.0,924.0,22.0,1096.0
478.043,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2949,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1178.0,973.0,926.0,22.0,1098.0
478.063,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2949,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,636.0,1168.0,965.0,918.0,25.0,1116.0
478.083,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2949,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,642.0,1178.0,974.0,928.0,22.0,1116.0
478.104,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2949,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,639.0,1174.0,969.0,923.0,23.0,1114.0
478.124,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2950,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,645.0,1186.0,978.0,933.0,22.0,1099.0
478.144,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2950,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1177.0,973.0,928.0,22.0,1100.0
478.164,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2950,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1178.0,973.0,928.0,22.0,1116.0
478.184,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2950,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1174.0,971.0,925.0,23.0,1097.0
478.204,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2950,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1177.0,972.0,926.0,22.0,1098.0
478.224,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2950,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1176.0,972.0,928.0,23.0,1115.0
478.244,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2950,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1176.0,971.0,926.0,23.0,1114.0
478.265,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2951,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1176.0,971.0,926.0,23.0,1114.0
478.285,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2951,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,644.0,1182.0,976.0,932.0,23.0,1098.0
478.305,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2951,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,642.0,1180.0,974.0,930.0,22.0,1100.0
478.325,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2951,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1173.0,971.0,925.0,26.0,1117.0
478.345,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2951,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1177.0,972.0,928.0,22.0,1115.0
478.365,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2951,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1176.0,971.0,927.0,23.0,1112.0
478.386,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2951,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,636.0,1170.0,965.0,921.0,22.0,1100.0
478.406,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2952,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1175.0,971.0,926.0,22.0,1100.0
478.426,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2952,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1176.0,972.0,927.0,24.0,1129.0
478.446,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2952,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1175.0,972.0,926.0,23.0,1115.0
478.466,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2952,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1177.0,972.0,928.0,22.0,1117.0
478.486,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2952,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1174.0,970.0,925.0,22.0,1097.0
478.506,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2952,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,638.0,1172.0,969.0,925.0,30.0,1097.0
478.527,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2952,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1177.0,972.0,927.0,23.0,1100.0
478.547,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2953,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,642.0,1181.0,976.0,931.0,22.0,1132.0
478.567,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2953,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1174.0,971.0,925.0,22.0,1114.0
478.587,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2953,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,638.0,1170.0,968.0,922.0,23.0,1099.0
478.607,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2953,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1178.0,973.0,928.0,22.0,1100.0
478.627,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2953,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1176.0,973.0,928.0,23.0,1145.0
478.647,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2953,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,642.0,1179.0,974.0,929.0,32.0,1099.0
478.667,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2953,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,638.0,1174.0,970.0,925.0,23.0,1116.0
478.687,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2954,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,638.0,1174.0,970.0,925.0,23.0,1116.0
478.708,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2954,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1177.0,973.0,928.0,23.0,1116.0
478.728,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2954,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1175.0,972.0,926.0,23.0,1098.0
478.748,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2954,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,638.0,1173.0,969.0,924.0,22.0,1114.0
478.768,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2954,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,638.0,1173.0,970.0,924.0,23.0,1116.0
478.788,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2954,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,646.0,1188.0,980.0,934.0,176.0,1099.0
478.808,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2954,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1175.0,972.0,927.0,34.0,1113.0
478.828,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2955,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,639.0,1175.0,971.0,924.0,25.0,1116.0
478.848,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2955,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1178.0,973.0,926.0,22.0,1100.0
478.869,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2955,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,642.0,1180.0,974.0,928.0,23.0,1114.0
478.889,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2955,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,638.0,1171.0,969.0,922.0,407.0,1099.0
478.909,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2955,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1176.0,973.0,925.0,23.0,1131.0
478.929,enemy_integration,patrol,RECOVER_FORWARD,转向完成，向前离开边缘,0,0,1,1,2955,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,639.0,1174.0,971.0,923.0,23.0,1098.0
478.949,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,0,0,1,1,2955,no_target,IR_UNCLASSIFIED,PUSH,front,,0,0,1,0,0,1,1,0,640.0,1175.0,972.0,925.0,22.0,1114.0
478.969,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2956,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,643.0,1182.0,976.0,929.0,23.0,1115.0
478.989,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2956,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1177.0,972.0,926.0,23.0,1116.0
479.01,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2956,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,643.0,1182.0,976.0,929.0,23.0,1112.0
479.03,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2956,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,639.0,1174.0,971.0,923.0,22.0,1100.0
479.05,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2956,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,635.0,1166.0,964.0,917.0,22.0,1100.0
479.07,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2956,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,638.0,1172.0,969.0,921.0,23.0,1112.0
479.09,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2956,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,638.0,1172.0,969.0,921.0,23.0,1112.0
479.11,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1174.0,972.0,924.0,22.0,1113.0
479.13,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,643.0,1182.0,976.0,931.0,22.0,1115.0
479.15,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1177.0,974.0,926.0,23.0,1100.0
479.171,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,642.0,1180.0,974.0,927.0,23.0,1098.0
479.191,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,647.0,1188.0,981.0,935.0,22.0,1099.0
479.211,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,646.0,1187.0,981.0,934.0,22.0,1100.0
479.231,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,642.0,1180.0,976.0,927.0,23.0,1116.0
479.251,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1176.0,972.0,925.0,22.0,1115.0
479.271,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1177.0,973.0,925.0,22.0,1083.0
479.291,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1175.0,972.0,924.0,32.0,1116.0
479.311,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,639.0,1174.0,970.0,922.0,22.0,1110.0
479.332,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1175.0,971.0,923.0,22.0,1111.0
479.352,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1177.0,971.0,925.0,22.0,1099.0
479.372,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1177.0,973.0,926.0,22.0,1100.0
479.392,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1176.0,973.0,925.0,22.0,1100.0
479.412,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,642.0,1179.0,975.0,927.0,23.0,1099.0
479.432,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,641.0,1178.0,973.0,925.0,22.0,1115.0
479.452,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,642.0,1180.0,975.0,929.0,23.0,1116.0
479.472,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,644.0,1184.0,978.0,930.0,22.0,1098.0
479.493,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,640.0,1176.0,973.0,924.0,23.0,1115.0
479.513,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,642.0,1179.0,974.0,926.0,32.0,1117.0
479.533,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,2957,no_target,IDLE,IDLE,,,0,0,1,0,0,1,1,0,646.0,1187.0,979.0,933.0,23.0,1116.0
479.554,enemy_integration,patrol,EDGE_AVOID,前向灰度趋势变暗，提前离边,0,0,1,1,,stale,IDLE,IDLE,,,0,0,1,0,0,1,1,0,643.0,1184.0,976.0,928.0,24.0,1129.0
479.574,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,,stale,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,641.0,1176.0,972.0,925.0,23.0,1100.0
479.595,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,,stale,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,641.0,1176.0,972.0,925.0,23.0,1100.0
479.615,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,,stale,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,641.0,1177.0,974.0,925.0,23.0,1117.0
479.635,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,,stale,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,642.0,1179.0,974.0,927.0,22.0,1098.0
479.655,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,,stale,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,640.0,1176.0,973.0,925.0,28.0,1099.0
479.675,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,,stale,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,641.0,1179.0,974.0,926.0,23.0,1132.0
479.695,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,,stale,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,641.0,1179.0,973.0,925.0,22.0,1116.0
479.715,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,,stale,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,641.0,1176.0,973.0,926.0,22.0,1113.0
479.736,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2958,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,641.0,1177.0,973.0,924.0,23.0,1116.0
479.756,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2958,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,640.0,1176.0,975.0,928.0,22.0,1116.0
479.776,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2958,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,640.0,1174.0,970.0,923.0,35.0,1114.0
479.796,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2958,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,643.0,1181.0,975.0,928.0,22.0,1099.0
479.816,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2958,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,641.0,1177.0,972.0,925.0,22.0,1131.0
479.836,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2958,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,640.0,1176.0,972.0,924.0,22.0,1098.0
479.856,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2958,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,642.0,1179.0,975.0,926.0,22.0,1098.0
479.877,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2958,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,640.0,1177.0,973.0,925.0,23.0,1115.0
479.897,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2959,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,644.0,1184.0,977.0,931.0,22.0,1100.0
479.917,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2959,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,642.0,1180.0,975.0,927.0,22.0,1114.0
479.937,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2959,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,638.0,1173.0,970.0,921.0,23.0,1098.0
479.957,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2959,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,640.0,1174.0,971.0,922.0,23.0,1116.0
479.977,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2959,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,640.0,1176.0,972.0,923.0,22.0,1100.0
479.997,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2959,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,640.0,1175.0,971.0,924.0,22.0,1115.0
480.018,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2959,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,638.0,1172.0,970.0,922.0,22.0,1115.0
480.038,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2959,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,639.0,1175.0,969.0,923.0,34.0,1100.0
480.059,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2960,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,639.0,1175.0,969.0,923.0,34.0,1100.0
480.079,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2960,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,643.0,1182.0,976.0,928.0,23.0,1099.0
480.099,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2960,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,641.0,1176.0,972.0,924.0,22.0,1114.0
480.119,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2960,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,635.0,1168.0,965.0,917.0,22.0,1116.0
480.139,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2960,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,642.0,1179.0,973.0,926.0,22.0,1116.0
480.159,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2960,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,640.0,1176.0,971.0,923.0,23.0,1112.0
480.179,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2961,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,640.0,1176.0,972.0,923.0,22.0,1099.0
480.2,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2961,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,645.0,1186.0,979.0,932.0,22.0,1099.0
480.22,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2961,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,641.0,1178.0,972.0,924.0,23.0,1114.0
480.24,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2961,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,641.0,1178.0,974.0,925.0,22.0,1115.0
480.26,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2961,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,640.0,1176.0,972.0,924.0,22.0,1116.0
480.28,enemy_integration,patrol,EDGE_TURN,直线退离完成，开始转向,0,0,1,1,2961,no_target,IDLE,IDLE,,left,0,0,1,0,0,1,1,0,641.0,1177.0,974.0,926.0,31.0,1100.0
